time_h,policy,backlog_age_p95_High,backlog_n_High,backlog_age_p95_Medium,backlog_n_Medium,backlog_age_p95_Low,backlog_n_Low
0.0,RD-only,,0,,0,,0
24.0,RD-only,0.4239963376580467,1,,0,,0
48.0,RD-only,,0,,0,,0
72.0,RD-only,0.17506263687018966,3,0.35586743453883446,1,,0
96.0,RD-only,1.1608514987838763,5,1.3558674345388344,1,0.8122086652168061,1
120.0,RD-only,2.160851498783876,5,2.3558674345388346,1,1.8122086652168061,1
144.0,RD-only,,0,3.3558674345388346,1,2.812208665216806,1
168.0,RD-only,0.7720446837132044,1,,0,3.812208665216806,1
192.0,RD-only,1.7303332320081317,2,,0,4.590527533848691,2
216.0,RD-only,,0,,0,5.3688464024805755,3
240.0,RD-only,0.5917770806034746,1,,0,6.3688464024805755,3
264.0,RD-only,1.5481238758010303,2,,0,6.925484139744346,5
288.0,RD-only,2.417164261393698,5,0.6312110616240124,1,7.925484139744347,5
312.0,RD-only,,0,1.5755438799596841,2,8.703803008376232,6
336.0,RD-only,,0,,0,9.703803008376232,6
360.0,RD-only,0.5773454547322695,1,,0,10.482121877008115,7
384.0,RD-only,,0,,0,11.925484139744347,5
408.0,RD-only,0.6722440689231656,1,0.5191529452944744,1,13.14716527111246,4
432.0,RD-only,1.6271442712043727,2,1.5191529452944745,1,14.14716527111246,4
456.0,RD-only,2.536944675766786,4,2.434992432085507,2,14.703803008376234,6
480.0,RD-only,,0,3.434992432085507,2,15.703803008376232,6
504.0,RD-only,,0,,0,16.70380300837623,6
528.0,RD-only,0.7269029191102271,2,,0,17.70380300837623,6
552.0,RD-only,0.03066344429834089,1,,0,18.70380300837623,6
576.0,RD-only,1.0168952913557259,2,,0,19.925484139744345,5
600.0,RD-only,1.9893589854704956,4,,0,20.26044074564,8
624.0,RD-only,2.9480545266426503,7,,0,21.038759614271886,9
648.0,RD-only,3.6669300264925306,2,0.5480478447573015,1,22.038759614271886,9
672.0,RD-only,0.2405928933585673,2,1.5480478447573016,1,23.038759614271886,9
696.0,RD-only,1.2377178174559544,3,2.4393236943058727,2,23.81707848290377,10
720.0,RD-only,,0,3.4393236943058727,2,24.81707848290377,10
744.0,RD-only,,0,2.373564835728734,1,25.59539735153566,11
768.0,RD-only,0.901590802912773,2,3.373564835728734,1,26.59539735153566,11
792.0,RD-only,1.9015908029127733,2,4.373564835728733,1,27.59539735153566,11
816.0,RD-only,,0,,0,29.038759614271886,9
840.0,RD-only,,0,,0,30.26044074564,8
864.0,RD-only,0.9367225474326233,1,,0,31.03875961427189,9
888.0,RD-only,,0,,0,32.03875961427189,9
912.0,RD-only,,0,,0,33.260440745640004,8
936.0,RD-only,0.6182191702125882,1,0.010101662657007182,1,34.03875961427189,9
960.0,RD-only,1.492944298983111,4,1.0101016626570072,1,34.81707848290377,10
984.0,RD-only,,0,2.010101662657007,1,35.81707848290377,10
1008.0,RD-only,,0,,0,36.81707848290377,10
1032.0,RD-only,,0,,0,37.373716220167545,12
1056.0,RD-only,,0,,0,38.81707848290377,10
1080.0,RD-only,0.4549636829042413,3,0.5602487766345708,1,40.03875961427189,9
1104.0,RD-only,1.4409157857845816,4,1.5602487766345707,1,40.59539735153566,11
1128.0,RD-only,2.440915785784582,4,2.560248776634571,1,41.59539735153566,11
1152.0,RD-only,,0,3.560248776634571,1,42.373716220167545,12
1176.0,RD-only,,0,,0,43.59539735153566,11
1200.0,RD-only,0.9591957046946883,1,,0,44.59539735153566,11
1224.0,RD-only,,0,,0,45.59539735153566,11
1248.0,RD-only,,0,0.9773712083951599,1,46.373716220167545,12
1272.0,RD-only,,0,1.9773712083951598,1,47.373716220167545,12
1296.0,RD-only,0.5536915534387296,1,2.839309869456088,2,47.930353957431315,14
1320.0,RD-only,,0,3.97737120839516,1,48.70867282606319,15
1344.0,RD-only,0.8093706795685781,5,,0,49.70867282606319,15
